bin_number,linear_velocity,angular_velocity,command
4,0.0,0.0,BRAKE
4,0.0,0.0,BRAKE
4,0.0,0.0,BRAKE
1,0.0,0.0,BRAKE
4,0.13485960960388182,-0.0,CLEAR
4,0.15733332633972166,-0.0,CLEAR
4,0.193199823943662,-0.0,CLEAR
4,0.17284330985915497,-0.0,CLEAR
4,0.18090496063232422,-0.0,CLEAR
4,0.16833186149597168,-0.0,CLEAR
4,0.212455985915493,-0.0,CLEAR
4,0.15655913352966305,-0.0,CLEAR
4,0.18099207878112794,-0.0,CLEAR
4,0.20233404636383057,-0.0,CLEAR
4,0.1822725296020508,-0.0,CLEAR
4,0.18681836128234863,-0.0,CLEAR
4,0.21082344055175778,-0.0,CLEAR
4,0.1978335380554199,-0.0,CLEAR
4,0.24309823513031006,-0.0,CLEAR
4,0.20654709339141847,-0.0,CLEAR
4,0.19687094688415524,-0.0,CLEAR
4,0.19904308319091796,-0.0,CLEAR
4,0.20563957691192628,-0.0,CLEAR
4,0.18791303634643555,-0.0,CLEAR
4,0.23350853919982908,-0.0,CLEAR
4,0.18324828147888186,-0.0,CLEAR
4,0.16486954689025876,-0.0,CLEAR
4,0.21278114318847655,-0.0,CLEAR
4,0.18632221221923825,-0.0,CLEAR
4,0.16553673744201658,-0.0,CLEAR
4,0.223567533493042,-0.0,CLEAR
4,0.18927021026611326,-0.0,CLEAR
4,0.1542844772338867,-0.0,CLEAR
4,0.1607792377471924,-0.0,CLEAR
4,0.17538862228393556,-0.0,CLEAR
4,0.18411536216735838,-0.0,CLEAR
4,0.16184325218200685,-0.0,CLEAR
4,0.17745566368103027,-0.0,CLEAR
4,0.1898420810699463,-0.0,CLEAR
4,0.1659896373748779,-0.0,CLEAR
4,0.16064653396606443,-0.0,CLEAR
4,0.1616855144500732,-0.0,CLEAR
4,0.18206686973571776,-0.0,CLEAR
4,0.18734989166259763,-0.0,CLEAR
4,0.16442222595214842,-0.0,CLEAR
4,0.18476109504699703,-0.0,CLEAR
4,0.17830963134765623,-0.0,CLEAR
4,0.16509718894958494,-0.0,CLEAR
4,0.16711673736572263,-0.0,CLEAR
4,0.21941955089569093,-0.0,CLEAR
4,0.23597145080566406,-0.0,CLEAR
4,0.2232394366197183,-0.0,CLEAR
4,0.2146346807479858,-0.0,CLEAR
4,0.20161430835723873,-0.0,CLEAR
4,0.20128934383392333,-0.0,CLEAR
4,0.22830105633802822,-0.0,CLEAR
4,0.20594360828399655,-0.0,CLEAR
4,0.1859964847564697,-0.0,CLEAR
4,0.2575704225352113,-0.0,CLEAR
5,0.24766602516174316,-0.14521684791984069,CLEAR
5,0.3170994718309859,-0.14521684791984069,CLEAR
4,0.2573880910873413,-0.0,CLEAR
5,0.31072978973388676,-0.14521684791984069,CLEAR
5,0.20851931571960447,-0.14521684791984069,CLEAR
5,0.2026849985122681,-0.14521684791984069,CLEAR
5,0.19205074310302733,-0.14521684791984069,CLEAR
5,0.1722917556762695,-0.14521684791984069,CLEAR
5,0.16610240936279297,-0.14521684791984069,CLEAR
5,0.21987314224243162,-0.14521684791984069,CLEAR
5,0.27019395828247067,-0.14521684791984069,CLEAR
5,0.2757446765899658,-0.14521684791984069,CLEAR
5,0.20759575366973876,-0.14521684791984069,CLEAR
5,0.2026327133178711,-0.14521684791984069,CLEAR
5,0.2167546272277832,-0.14521684791984069,CLEAR
5,0.2957986831665039,-0.14521684791984069,CLEAR
5,0.23434441089630123,-0.14521684791984069,CLEAR
5,0.2087881326675415,-0.14521684791984069,CLEAR
5,0.2856959819793701,-0.14521684791984069,CLEAR
5,0.22878527641296387,-0.14521684791984069,CLEAR
